isin,name,fee,geography,strategy,risk,5y_sharpe
30414,Simulated Security 30414,0.013,Canada,Value,Medium,-1.413621719
30415,Simulated Security 30415,0.012,Canada,Balanced,Low,6.125250657
30416,Simulated Security 30416,0.011,Canada,Growth,Low,-1.406865406
30417,Simulated Security 30417,0.006,United States,Income,Low,-0.468588305
30418,Simulated Security 30418,0.009,United States,Income,High,-0.91701237
30419,Simulated Security 30419,0.015,United States,Growth,High,-0.926972967
30420,Simulated Security 30420,0.013,United States,Income,High,-2.306951671
30421,Simulated Security 30421,0.014,United States,Income,High,-0.555496081
30422,Simulated Security 30422,0.002,United States,Growth,Medium,3.380815796
30423,Simulated Security 30423,0.02,United States,Balanced,Low,-2.163666633
30424,Simulated Security 30424,0.003,Canada,Growth,High,1.213624425
30425,Simulated Security 30425,0.018,United States,Income,Low,-2.486776801
30426,Simulated Security 30426,0.015,United States,Balanced,Low,1.614721946
30427,Simulated Security 30427,0.012,Canada,Balanced,Low,-1.07888053
30428,Simulated Security 30428,0.003,Canada,Value,Medium,1.809778627
30429,Simulated Security 30429,0.011,Canada,Balanced,Low,3.508644774
30430,Simulated Security 30430,0.011,Canada,Balanced,Medium,-3.236821221
30431,Simulated Security 30431,0.013,Canada,Value,High,-2.157719596
30432,Simulated Security 30432,0.01,Canada,Growth,High,3.82523329
30433,Simulated Security 30433,0.015,United States,Income,Low,-1.019204641
30434,Simulated Security 30434,0.005,United States,Value,Low,2.663692825
30435,Simulated Security 30435,0.002,Canada,Balanced,Medium,0.732099848
30436,Simulated Security 30436,0.003,Canada,Balanced,High,5.423793571
30437,Simulated Security 30437,0.012,Canada,Income,Low,3.349057313
30438,Simulated Security 30438,0.016,United States,Value,High,-0.73941435
30439,Simulated Security 30439,0.009,Canada,Growth,High,-0.071737807
30440,Simulated Security 30440,0.004,United States,Growth,Low,3.121811595
30441,Simulated Security 30441,0.018,United States,Growth,Low,-1.831448824
30442,Simulated Security 30442,0.002,United States,Growth,Low,-0.680433712
30443,Simulated Security 30443,0.001,United States,Income,Medium,0.844261426
30444,Simulated Security 30444,0.012,United States,Value,High,-0.410980882
30445,Simulated Security 30445,0.01,Canada,Growth,Medium,-1.076609146
30446,Simulated Security 30446,0.019,United States,Balanced,Medium,-0.952268353
30447,Simulated Security 30447,0.006,Canada,Value,Medium,3.27296809
30448,Simulated Security 30448,0.002,Canada,Balanced,Medium,1.259838703
30449,Simulated Security 30449,0.009,Canada,Balanced,Low,6.565981105
30450,Simulated Security 30450,0.019,Canada,Value,Medium,-1.137277129
30451,Simulated Security 30451,0.008,Canada,Value,Medium,2.43193362
30452,Simulated Security 30452,0.009,Canada,Balanced,Medium,3.370080083
30453,Simulated Security 30453,0.012,Canada,Balanced,High,-0.576715228
30454,Simulated Security 30454,0.007,Canada,Growth,Low,-0.97425134
30455,Simulated Security 30455,0.009,United States,Balanced,Medium,-2.112440263
30456,Simulated Security 30456,0.009,Canada,Value,High,-2.932539693
30457,Simulated Security 30457,0.001,Canada,Income,Low,1.314818
30458,Simulated Security 30458,0.011,United States,Growth,Medium,-2.577717635
30459,Simulated Security 30459,0.005,United States,Balanced,High,3.379757392
30460,Simulated Security 30460,0.02,Canada,Income,Low,-1.802112197
30461,Simulated Security 30461,0.013,United States,Balanced,Medium,-0.407399168
30462,Simulated Security 30462,0.01,Canada,Value,Medium,3.537221328
30463,Simulated Security 30463,0.005,Canada,Balanced,Low,0.103811748
30464,Simulated Security 30464,0.017,Canada,Value,Low,8.854892557
30465,Simulated Security 30465,0.007,Canada,Growth,Medium,0.604094871
30466,Simulated Security 30466,0.008,United States,Value,Low,8.686260319
30467,Simulated Security 30467,0.019,Canada,Balanced,High,-0.181495121
30468,Simulated Security 30468,0.011,Canada,Income,High,-1.127805815
30469,Simulated Security 30469,0.006,United States,Income,Low,5.042947711
30470,Simulated Security 30470,0.013,United States,Growth,Medium,3.262474861
30471,Simulated Security 30471,0.004,United States,Value,High,0.160688248
30472,Simulated Security 30472,0.004,Canada,Income,High,-0.110167019
30473,Simulated Security 30473,0.017,United States,Income,High,-1.22056799
30474,Simulated Security 30474,0.007,United States,Growth,Low,2.195156144
30475,Simulated Security 30475,0.017,United States,Balanced,Medium,-0.565016798
30476,Simulated Security 30476,0.004,Canada,Value,High,-1.806184264
30477,Simulated Security 30477,0.002,Canada,Income,Low,2.046889916
30478,Simulated Security 30478,0.019,United States,Income,Low,0.002649283
30479,Simulated Security 30479,0.007,United States,Value,Medium,-0.259765243
30480,Simulated Security 30480,0.003,Canada,Value,Low,3.228862272
30481,Simulated Security 30481,0.016,Canada,Value,High,-1.898133827
30482,Simulated Security 30482,0.013,Canada,Growth,Low,11.00850672
30483,Simulated Security 30483,0.005,United States,Value,High,-2.996616343
30484,Simulated Security 30484,0.012,Canada,Income,High,2.758665564
30485,Simulated Security 30485,0,United States,Growth,Low,-0.668275825
30486,Simulated Security 30486,0.017,United States,Growth,High,0.76246577
30487,Simulated Security 30487,0.016,United States,Income,Medium,-2.03359829
30488,Simulated Security 30488,0.001,United States,Value,Low,2.249072065
30489,Simulated Security 30489,0.016,Canada,Income,High,-1.250223638
30490,Simulated Security 30490,0.004,United States,Growth,Low,1.184227314
30491,Simulated Security 30491,0.018,United States,Income,Low,4.33646121
30492,Simulated Security 30492,0.016,United States,Income,Medium,0.474640067
30493,Simulated Security 30493,0.001,United States,Value,Low,-0.78009004
30494,Simulated Security 30494,0.012,Canada,Value,Low,4.700294237
30495,Simulated Security 30495,0.013,Canada,Income,Medium,5.772026789
30496,Simulated Security 30496,0.005,United States,Balanced,Low,0.402164338
30497,Simulated Security 30497,0.011,Canada,Growth,Medium,-2.409677177
30498,Simulated Security 30498,0.019,United States,Value,Medium,0.298603049
30499,Simulated Security 30499,0.008,Canada,Value,High,-1.881695074
30500,Simulated Security 30500,0.015,Canada,Income,Low,3.605172885
30501,Simulated Security 30501,0.005,United States,Growth,Medium,-1.966045717
30502,Simulated Security 30502,0.005,United States,Value,Medium,4.395564691
30503,Simulated Security 30503,0.018,Canada,Value,High,-2.64193839
30504,Simulated Security 30504,0.013,Canada,Growth,Low,1.952740898
30505,Simulated Security 30505,0.018,United States,Balanced,High,-1.772144902
30506,Simulated Security 30506,0.007,Canada,Growth,Medium,3.761210615
30507,Simulated Security 30507,0,United States,Balanced,Medium,1.043077629
30508,Simulated Security 30508,0.015,Canada,Balanced,High,11.36646656
30509,Simulated Security 30509,0.002,Canada,Income,Low,-4.004966108
30510,Simulated Security 30510,0.01,United States,Value,High,-2.36016248
30511,Simulated Security 30511,0.01,Canada,Income,Low,0.649094427
30512,Simulated Security 30512,0.004,United States,Growth,Low,-1.312326234
30513,Simulated Security 30513,0.011,United States,Income,Medium,-0.641278568
30514,Simulated Security 30514,0.003,United States,Balanced,Low,1.364518103
30515,Simulated Security 30515,0.01,Canada,Balanced,Low,-1.539324637
30516,Simulated Security 30516,0.012,Canada,Growth,High,13.11538632
30517,Simulated Security 30517,0.008,United States,Growth,High,4.188495935
30518,Simulated Security 30518,0.013,United States,Income,High,-0.980219024
30519,Simulated Security 30519,0.013,United States,Income,High,-0.949339387
30520,Simulated Security 30520,0,United States,Growth,Medium,-14.00079907
30521,Simulated Security 30521,0.019,United States,Balanced,Medium,-2.466175314
30522,Simulated Security 30522,0.003,Canada,Balanced,Medium,-2.356038011
30523,Simulated Security 30523,0.002,Canada,Balanced,High,-2.669773388
30524,Simulated Security 30524,0.008,Canada,Growth,High,1.00724127
30525,Simulated Security 30525,0.017,United States,Growth,Medium,3.094312112
30526,Simulated Security 30526,0.008,United States,Value,Medium,-1.788741648
30527,Simulated Security 30527,0.001,Canada,Balanced,High,-1.947618476
30528,Simulated Security 30528,0.018,Canada,Income,Low,-1.900299607
30529,Simulated Security 30529,0.006,United States,Growth,High,8.715187497
30530,Simulated Security 30530,0.019,United States,Growth,High,3.793940249
30531,Simulated Security 30531,0.004,United States,Growth,High,3.136919101
30532,Simulated Security 30532,0.014,United States,Growth,High,0.640050381
30533,Simulated Security 30533,0.001,United States,Growth,High,-2.69686978
30534,Simulated Security 30534,0.001,United States,Growth,High,9.979009715
30535,Simulated Security 30535,0.019,United States,Income,Low,-1.292627939
30536,Simulated Security 30536,0,United States,Income,High,-5.605164444
30537,Simulated Security 30537,0.018,United States,Growth,High,-0.325137457
30538,Simulated Security 30538,0.004,United States,Income,High,0.869384668
30539,Simulated Security 30539,0.011,United States,Growth,High,3.242553225
30540,Simulated Security 30540,0.02,United States,Growth,High,-1.309387274
30541,Simulated Security 30541,0.004,United States,Growth,High,0.939629205
30542,Simulated Security 30542,0.002,United States,Income,Low,-1.243835321
30543,Simulated Security 30543,0.015,United States,Balanced,Medium,0.7567448
30544,Simulated Security 30544,0.002,Canada,Value,Low,1.601631184
30545,Simulated Security 30545,0.003,Canada,Value,Low,3.195969909
30546,Simulated Security 30546,0.013,Canada,Income,Low,5.028736143
30547,Simulated Security 30547,0.007,United States,Balanced,Medium,9.868057504
30548,Simulated Security 30548,0.015,Canada,Balanced,Medium,-2.354950855
30549,Simulated Security 30549,0.012,Canada,Balanced,Low,6.748279954
30550,Simulated Security 30550,0.015,Canada,Value,High,3.506425071
30551,Simulated Security 30551,0.008,Canada,Income,Medium,1.872875698
30552,Simulated Security 30552,0.008,United States,Balanced,Low,-0.225607678
30553,Simulated Security 30553,0.015,Canada,Growth,Low,-2.603023809
30554,Simulated Security 30554,0.019,United States,Value,Medium,-0.096610453
30555,Simulated Security 30555,0.009,Canada,Value,Low,-1.269440295
30556,Simulated Security 30556,0.011,Canada,Income,Low,0.867905302
30557,Simulated Security 30557,0.02,United States,Value,Low,-1.997651453
30558,Simulated Security 30558,0.006,Canada,Growth,Low,1.594557414
30559,Simulated Security 30559,0.014,United States,Value,Low,-2.652576956
30560,Simulated Security 30560,0.013,Canada,Balanced,High,5.859929542
30561,Simulated Security 30561,0.012,Canada,Income,Medium,4.964833931
30562,Simulated Security 30562,0.018,United States,Value,Medium,2.759830299
30563,Simulated Security 30563,0.013,Canada,Balanced,Low,4.666965541
30564,Simulated Security 30564,0.004,Canada,Balanced,Medium,-0.043602075
30565,Simulated Security 30565,0.006,Canada,Value,High,0.045563137
30566,Simulated Security 30566,0.008,Canada,Income,Low,-0.250553537
30567,Simulated Security 30567,0.014,United States,Value,Medium,4.383727948
30568,Simulated Security 30568,0.018,Canada,Value,High,0.563727004
30569,Simulated Security 30569,0.003,Canada,Income,Low,-3.438158749
30570,Simulated Security 30570,0.01,United States,Income,Medium,-1.216557156
30571,Simulated Security 30571,0.007,United States,Value,High,-1.797071028
30572,Simulated Security 30572,0.018,Canada,Growth,Low,1.170187127
30573,Simulated Security 30573,0.01,United States,Value,Low,-0.853539144
30574,Simulated Security 30574,0.006,Canada,Income,High,8.602257064
30575,Simulated Security 30575,0.002,United States,Income,High,0.719057106
30576,Simulated Security 30576,0.013,United States,Growth,Medium,1.972227872
30577,Simulated Security 30577,0.01,United States,Balanced,Low,0.042729761
30578,Simulated Security 30578,0.02,Canada,Growth,Medium,2.540504817
30579,Simulated Security 30579,0.001,United States,Value,Medium,1.809749494
30580,Simulated Security 30580,0.015,Canada,Balanced,High,8.238424686
30581,Simulated Security 30581,0.012,Canada,Income,Medium,0.981742838
30582,Simulated Security 30582,0.017,United States,Balanced,Medium,4.793167338
30583,Simulated Security 30583,0.01,Canada,Value,Low,2.560041839
30584,Simulated Security 30584,0.003,Canada,Balanced,Medium,5.428104077
30585,Simulated Security 30585,0.01,Canada,Value,Medium,-0.11200184
30586,Simulated Security 30586,0.016,Canada,Value,Medium,-2.045902645
30587,Simulated Security 30587,0.01,Canada,Value,Medium,-1.664511629
30588,Simulated Security 30588,0.006,Canada,Balanced,Medium,0.625709185
30589,Simulated Security 30589,0.007,Canada,Value,Low,-0.007277817
30590,Simulated Security 30590,0.018,Canada,Income,High,-0.61865774
30591,Simulated Security 30591,0.009,United States,Income,Medium,-0.029120285
30592,Simulated Security 30592,0.006,United States,Balanced,High,-1.961499595
30593,Simulated Security 30593,0.011,Canada,Growth,High,0.880074053
30594,Simulated Security 30594,0.004,United States,Income,Low,4.38596889
30595,Simulated Security 30595,0.016,United States,Balanced,Medium,-2.224935646
30596,Simulated Security 30596,0.001,Canada,Balanced,High,-3.518940899
30597,Simulated Security 30597,0.015,Canada,Income,Medium,5.447550985
30598,Simulated Security 30598,0.016,United States,Value,High,0.954789321
30599,Simulated Security 30599,0.017,Canada,Income,High,5.552512746
30600,Simulated Security 30600,0.005,United States,Income,Medium,5.684890785
30601,Simulated Security 30601,0.017,United States,Balanced,Medium,19.8533561
30602,Simulated Security 30602,0.004,Canada,Balanced,High,1.43420292
30603,Simulated Security 30603,0.005,Canada,Growth,High,-1.245266095
30604,Simulated Security 30604,0.01,United States,Income,Low,1.171234557
30605,Simulated Security 30605,0.008,United States,Balanced,Medium,-0.177208706
30606,Simulated Security 30606,0,Canada,Balanced,Medium,0.378582948
30607,Simulated Security 30607,0.003,Canada,Value,Medium,0.584464595
30608,Simulated Security 30608,0.013,Canada,Balanced,Low,0.042787979
30609,Simulated Security 30609,0.008,Canada,Growth,Medium,-0.9302071
30610,Simulated Security 30610,0.02,United States,Balanced,Medium,0.648071499
30611,Simulated Security 30611,0.01,Canada,Balanced,Low,-2.230955499
30612,Simulated Security 30612,0.013,Canada,Growth,Medium,0.078616203
30613,Simulated Security 30613,0.018,United States,Value,Medium,-0.071833552
30614,Simulated Security 30614,0.008,Canada,Value,Medium,-2.767812041
30615,Simulated Security 30615,0.01,Canada,Balanced,Low,2.027775741
30616,Simulated Security 30616,0.007,Canada,Value,Medium,5.478668122
30617,Simulated Security 30617,0.006,Canada,Balanced,Medium,4.868901072
30618,Simulated Security 30618,0.008,Canada,Value,High,-1.609229709
30619,Simulated Security 30619,0.012,Canada,Income,Low,-0.584281249
30620,Simulated Security 30620,0.008,United States,Growth,Low,-3.196437968
30621,Simulated Security 30621,0.006,United States,Balanced,Low,0.547659677
30622,Simulated Security 30622,0.004,Canada,Balanced,High,-1.255000524
30623,Simulated Security 30623,0.018,Canada,Income,Medium,0.592551502
